eta,N,MAD,RMSE,labels,num.leaves
0.1,14,124.620974,147.0371551,"numCrashes < 359.5, numCrashes < 240.5, numCrashes < 531.5, numCrashes < 161, propMentions < 0.171444118, propMentions < 0.0339429528, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.1,15,114.4541928,136.8663433,"numCrashes < 359.5, numCrashes < 257.5, numCrashes < 531.5, propMentions < 0.306656003, propMentions < 0.174912587, propMentions < 0.0339429528, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.1,16,105.4919163,127.8738009,"numCrashes < 403.5, propMentions < 0.0623234436, numCrashes < 625.5, precip < 0.234999999, numCrashes < 306.5, numCrashes < 490.5, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.1,17,97.87421519,120.1433524,"propMentions < 0.0265460033, numCrashes < 654.5, numCrashes < 341.5, precip < 0.420000017, wind < 17.5600014, numCrashes < 211, precip < 0.305000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.1,18,91.37455738,113.4229006,"propMentions < 0.0265460033, numCrashes < 681.5, numCrashes < 341.5, numCrashes < 520.5, snow < 6.75, numCrashes < 161, precip < 0.305000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.1,19,85.82278972,107.6334893,"propMentions < 0.0265460033, numCrashes < 654.5, numCrashes < 343.5, precip < 0.625, wind < 17.5600014, numCrashes < 227.5, numCrashes < 684, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.1,20,81.22878198,102.7936496,"numCrashes < 403.5, numCrashes < 285.5, numCrashes < 801, propMentions < 0.286692768, snow < 0.25, numCrashes < 497.5, snow < 6.75, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,1,434.3841568,457.6606328,"numCrashes < 387.5, propMentions < 0.0226573199, numCrashes < 604.5, Leaf, numCrashes < 245.5, propMentions < 0.0206043962, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",7
0.15,2,370.0955984,391.968104,"numCrashes < 391.5, propMentions < 0.0226573199, numCrashes < 605.5, Leaf, numCrashes < 227.5, numCrashes < 527.5, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",7
0.15,3,315.6666034,336.5641955,"numCrashes < 372.5, numCrashes < 284.5, numCrashes < 604.5, propMentions < 0.306656003, propMentions < 0.0226573199, propMentions < 0.0206043962, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,4,269.5205976,289.9267603,"numCrashes < 372.5, numCrashes < 285.5, numCrashes < 605.5, numCrashes < 161, propMentions < 0.0226573199, propMentions < 0.023392614, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,5,230.2875067,250.5410252,"numCrashes < 391.5, numCrashes < 315.5, numCrashes < 605.5, numCrashes < 199, propMentions < 0.0117958589, numCrashes < 524.5, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,6,196.9564832,217.5329332,"numCrashes < 372.5, numCrashes < 251.5, numCrashes < 531.5, propMentions < 0.306656003, propMentions < 0.0226573199, propMentions < 0.0339429528, numCrashes < 654.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,7,168.7164082,189.878177,"numCrashes < 369.5, numCrashes < 267.5, numCrashes < 629.5, numCrashes < 161, propMentions < 0.0623234436, propMentions < 0.0206043962, propMentions < 0.0261221845, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,8,145.2830294,167.1432869,"numCrashes < 403.5, numCrashes < 306.5, numCrashes < 567.5, propMentions < 0.292071104, propMentions < 0.0117958589, propMentions < 0.0147090629, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,9,126.0268548,148.3448847,"numCrashes < 359.5, numCrashes < 240.5, numCrashes < 531.5, numCrashes < 161, propMentions < 0.171444118, propMentions < 0.0339429528, numCrashes < 654.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,10,110.5455855,132.8858588,"numCrashes < 403.5, numCrashes < 315.5, numCrashes < 625.5, propMentions < 0.279513896, snow < 4.44999981, numCrashes < 497.5, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,11,98.23425355,120.4723716,"numCrashes < 359.5, numCrashes < 253.5, propMentions < 0.0185974203, numCrashes < 161, propMentions < 0.171444118, numCrashes < 654.5, numCrashes < 491.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,12,88.45085875,110.4336354,"propMentions < 0.0265460033, numCrashes < 681.5, numCrashes < 341.5, numCrashes < 520.5, wind < 18.0100002, numCrashes < 191.5, numCrashes < 684, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,13,81.03797018,102.6765325,"numCrashes < 403.5, propMentions < 0.119322032, numCrashes < 497.5, snow < 0.0500000007, numCrashes < 306.5, wind < 15.9950008, numCrashes < 801, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,14,75.5057275,96.40329611,"propMentions < 0.0265460033, numCrashes < 629.5, numCrashes < 343.5, precip < 0.245000005, snow < 6.75, numCrashes < 161, numCrashes < 684, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,15,71.52665977,91.60340154,"propMentions < 0.0265460033, numCrashes < 681.5, numCrashes < 330.5, propMentions < 0.004454365, wind < 18.0100002, propMentions < 0.273409396, precip < 0.479999989, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,16,68.61346304,87.97979467,"propMentions < 0.0230782889, numCrashes < 801, numCrashes < 491.5, snow < 5.30000019, snow < 6.75, numCrashes < 267.5, numCrashes < 671.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
