"STATION","DATE","AWND","PRCP","SNOW","TAVG","WSF2","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT18","WT22"
"USW00094789","2018-03-14","22.59","0.00","0.0","35","32.0",,,,,,,,,,,,,,
"USW00094789","2018-03-15","19.69","0.00","0.0","38","28.0",,,,,,,,,,,,,,
"USW00094789","2018-03-16","20.58","0.00","0.0","37","33.1",,,,,,,,,,,,,,
"USW00094789","2018-03-17","16.55","0.00","0.0","36","28.0",,,,,,,,,,,,,,
"USW00094789","2018-03-18","13.20","0.00","0.0","36","28.0",,,,,,,,,,,,,,
"USW00094789","2018-03-19","6.93","0.00","0.0","38","16.1",,,,,,,,,,,,,,
"USW00094789","2018-03-20","11.86","0.03","0.0","34","21.9",,,,"    1",,,,,,,,,,
"USW00094789","2018-03-21","19.01","0.88","8.4","35","32.0","    1",,,"    1",,,,,,,,,,
"USW00094789","2018-03-22","17.67","0.03","0.3","37","25.1","    1",,,,,,,,,,,,,
"USW00094789","2018-03-23","12.08","0.00","0.0","41","23.0",,,,,,,,,,,,,,
"USW00094789","2018-03-24","12.97","0.00","0.0","42","19.9",,,,,,,,,,,,,,
"USW00094789","2018-03-25","13.20","0.00","0.0","40","23.0",,,,,,,,,,,,,,
"USW00094789","2018-03-26","8.95","0.00","0.0","38","21.0",,,,,,,,,,,,,,
"USW00094789","2018-03-27","6.26","0.00","0.0","36","13.0",,,,,,,,,,,,,,
"USW00094789","2018-03-28","7.38","0.03","0.0","41","16.1","    1",,,,,,,,,,,,,
"USW00094789","2018-03-29","5.59","0.03","0.0","46","15.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-03-30","13.87","0.09","0.0","49","23.9","    1",,,,,,,,,,,,,
"USW00094789","2018-03-31","15.88","0.00","0.0","45","25.1",,,,,,,,,,,,,,
"USW00094789","2018-04-01","12.75","0.00","0.0","48","23.9",,,,,,,,,,,,,,
"USW00094789","2018-04-02","9.40","0.33","3.7","39","18.1","    1",,,,,,,,,,,,,
"USW00094789","2018-04-03","8.05","0.14","0.0","39","17.0","    1",,,,,,,,,,,,,
"USW00094789","2018-04-04","17.45","0.17","0.0","46","38.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-04-05","18.34","0.00","0.0","41","29.1",,,,,,,,,,,,,,
"USW00094789","2018-04-06","12.08","0.08","0.0","41","30.0","    1",,,,,,,,,,,,,
"USW00094789","2018-04-07","12.97","0.00","0.0","44","25.1",,,,,,,,,,,,,,
"USW00094789","2018-04-08","17.67","0.00","0.0","38","29.1",,,,,,,,,,,,,,
"USW00094789","2018-04-09","12.53","0.00","0.0","37","21.9",,,,,,,,,,,,,,
"USW00094789","2018-04-10","10.51","0.01","0.0","42","19.9","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-04-11","10.29","0.00","0.0","42","21.0",,,,,,,,,,,,,,
"USW00094789","2018-04-12","13.87","0.00","0.0","46","31.1",,,,,,,,,,,,,,
"USW00094789","2018-04-13","12.75","0.00","0.0","56","21.0",,,,,,,,,,,,,,
"USW00094789","2018-04-14","12.30","0.00","0.0","55","32.0","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-04-15","20.36","0.25","0.0","43","28.0","    1",,,,,,,,,,,,,
"USW00094789","2018-04-16","24.16","1.53","0.0","47","40.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-04-17","17.90","0.00","0.0","45","25.9",,,,,,,,,,,,,,
"USW00094789","2018-04-18","14.99","0.00","0.0","44","23.0",,,,,,,,,,,,,,
"USW00094789","2018-04-19","14.09","0.15","0.0","45","29.1","    1",,,,,,,,,,,,,
"USW00094789","2018-04-20","18.79","0.00","0.0","43","28.0",,,,,,,,,,,,,,
"USW00094789","2018-04-21","11.63","0.00","0.0","47","23.0",,,,,,,,,,,,,,
"USW00094789","2018-04-22","10.51","0.00","0.0","51","23.0",,,,,,,,,,,,,,
"USW00094789","2018-04-23","8.28","0.00","0.0","50","18.1",,,,,,,,,,,,,,
"USW00094789","2018-04-24","12.30","0.00","0.0","51","23.0","    1",,,,,,,,,,,,,
"USW00094789","2018-04-25","11.63","0.34","0.0","54","25.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-04-26","12.53","0.04","0.0","58","23.0","    1",,,,,,,,,,,,,
"USW00094789","2018-04-27","8.50","0.12","0.0","54","21.9","    1",,,,,,,,,,,,,
"USW00094789","2018-04-28","9.62","0.01","0.0","52","19.9","    1","    1",,,,,"    1",,,,,,,
"USW00094789","2018-04-29","14.76","0.13","0.0","54","25.9","    1",,,,,,,,,,,,,
"USW00094789","2018-04-30","16.11","0.00","0.0","49","32.0",,,,,,,,,,,,,,
"USW00094789","2018-05-01","10.51","0.00","0.0","58","21.9",,,,,,,,,,,,,,
"USW00094789","2018-05-02","11.41","0.00","0.0","67","21.0",,,,,,,,,,,,,,
"USW00094789","2018-05-03","11.41","0.00","0.0","70","21.9",,,,,,,,,,,,,,
"USW00094789","2018-05-04","12.53","0.00","0.0","68","28.0","    1",,,,,,,,,,,,,
"USW00094789","2018-05-05","14.32","0.00","0.0","66","25.9",,,,,,,,,,,,,,
"USW00094789","2018-05-06","7.38","0.00","0.0","60","18.1",,,,,,,,,,,,,,
"USW00094789","2018-05-07","8.50","0.00","0.0","61","16.1",,,,,,,,,,,,,,
"USW00094789","2018-05-08","6.71","0.00","0.0","58","15.0",,,,,,,,,,,,,,
"USW00094789","2018-05-09","6.49","0.00","0.0","56","14.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-05-10","8.28","0.01","0.0","56","23.0","    1","    1","    1",,,,,,,,,,,
"USW00094789","2018-05-11","11.41","0.00","0.0","65","18.1",,,,,,,,,,,,,,
"USW00094789","2018-05-12","8.05","0.25","0.0","60","16.1","    1",,,,,,,,,,,,,
"USW00094789","2018-05-13","8.05","0.16","0.0","53","17.0","    1",,,,,,,,,,,,,
"USW00094789","2018-05-14","7.16","0.12","0.0","55","15.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-05-15","10.96","0.44","0.0","63","44.1","    1","    1","    1",,,,,,,,,,,
"USW00094789","2018-05-16","10.07","0.33","0.0","62","21.9","    1",,,,,,,,,,,,,
"USW00094789","2018-05-17","5.37","0.72","0.0","59","14.1","    1",,,,,,,,,,,,,
"USW00094789","2018-05-18","12.08","0.00","0.0","61","23.9","    1","    1",,,,,,,,,,,,
"USW00094789","2018-05-19","8.95","0.75","0.0","54","21.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-05-20","12.97","0.00","0.0","67","23.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-05-21","9.62","0.00","0.0","67","19.9",,,,,,,,,,,,,,
"USW00094789","2018-05-22","5.59","0.17","0.0","60","14.1","    1",,,,,,,,,,,,,
"USW00094789","2018-05-23","8.72","0.20","0.0","66","18.1","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-05-24","11.41","0.00","0.0","74","23.0",,,,,,,,,,,,,,
"USW00094789","2018-05-25","12.75","0.00","0.0","69","21.0",,,,,,,,,,,,,,
"USW00094789","2018-05-26","8.50","0.00","0.0","73","19.9",,,,,,,,,,,,,,
"USW00094789","2018-05-27","13.42","0.89","0.0","65","25.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-05-28","7.61","0.00","0.0","57","15.0",,,,,,,,,,,,,,
"USW00094789","2018-05-29","8.05","0.00","0.0","66","15.0",,,,,,,,,,,,,,
"USW00094789","2018-05-30","8.05","0.00","0.0","64","17.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-05-31","6.71","0.03","0.0","63","14.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-06-01","4.70","1.18","0.0","67","10.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-06-02","10.07","0.00","0.0","75","23.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-06-03","15.88","0.11","0.0","63","25.1","    1",,,,,,,,,,,,,
"USW00094789","2018-06-04","8.50","0.61","0.0","57","17.0","    1",,,,,,,,,,,,,
"USW00094789","2018-06-05","9.84","0.00","0.0","64","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-06-06","8.72","0.00","0.0","63","16.1",,,,,,,,,,,,,,
"USW00094789","2018-06-07","8.95","0.00","0.0","60","17.0",,,,,,,,,,,,,,
"USW00094789","2018-06-08","9.40","0.00","0.0","65","18.1",,,,,,,,,,,,,,
"USW00094789","2018-06-09","6.49","0.00","0.0","71","13.0",,,,,,,,,,,,,,
"USW00094789","2018-06-10","6.04","0.02","0.0","68","14.1",,,,,,,,,,,,,,
"USW00094789","2018-06-11","8.05","0.02","0.0","62","18.1",,,,,,,,,,,,,,
"USW00094789","2018-06-12","10.51","0.00","0.0","61","23.0",,,,,,,,,,,,,,
"USW00094789","2018-06-13","11.18","0.04","0.0","65","19.9","    1",,,,,,,,,,,,,
"USW00094789","2018-06-14","17.22","0.00","0.0","76","25.1",,,,,,,,,,,,,,
"USW00094789","2018-06-15","12.30","0.00","0.0","71","25.1",,,,,,,,,,,,,,
"USW00094789","2018-06-16","10.07","0.00","0.0","71","21.0",,,,,,,,,,,,,,
"USW00094789","2018-06-17","8.50","0.00","0.0","74","16.1",,,,,,,,,,,,,,
"USW00094789","2018-06-18","13.87","0.43","0.0","73","35.1","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-06-19","10.07","0.02","0.0","80","23.0",,,,,,,"    1",,,,,,,
"USW00094789","2018-06-20","8.50","0.01","0.0","73","18.1","    1",,,,,,,,,,,,,
"USW00094789","2018-06-21","7.83","0.28","0.0","72","16.1","    1",,,,,,,,,,,,,
"USW00094789","2018-06-22","11.18","0.04","0.0","68","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-06-23","8.05","0.00","0.0","65","16.1",,,,,,,,,,,,,,
"USW00094789","2018-06-24","9.62","0.17","0.0","69","21.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-06-25","11.41","0.00","0.0","75","25.1",,,,,,,,,,,,,,
"USW00094789","2018-06-26","11.63","0.00","0.0","68","18.1",,,,,,,,,,,,,,
"USW00094789","2018-06-27","12.53","0.02","0.0","69","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-06-28","11.18","0.93","0.0","72","23.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-06-29","8.95","0.00","0.0","78","18.1",,,,,,,,,,,,,,
"USW00094789","2018-06-30","6.93","0.00","0.0","82","15.0",,,,,,,,,,,,,,
"USW00094789","2018-07-01","6.71","0.00","0.0","82","13.0",,,,,,,,,,,,,,
"USW00094789","2018-07-02","6.93","0.00","0.0","82","16.1",,,,,,,,,,,,,,
"USW00094789","2018-07-03","6.49","0.01","0.0","78","14.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-07-04","6.71","0.00","0.0","79","14.1","    1",,,,,,,,,,,,,
"USW00094789","2018-07-05","12.75","0.00","0.0","79","28.0",,,,,,,,,,,,,,
"USW00094789","2018-07-06","13.20","0.11","0.0","78","30.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-07-07","10.07","0.00","0.0","71","25.1",,,,,,,,,,,,,,
"USW00094789","2018-07-08","6.71","0.00","0.0","69","13.0",,,,,,,,,,,,,,
"USW00094789","2018-07-09","11.41","0.00","0.0","72","21.9",,,,,,,,,,,,,,
"USW00094789","2018-07-10","9.62","0.00","0.0","77","18.1",,,,,,,,,,,,,,
"USW00094789","2018-07-11","10.07","0.00","0.0","78","18.1",,,,,,,,,,,,,,
"USW00094789","2018-07-12","7.16","0.00","0.0","74","13.0",,,,,,,,,,,,,,
"USW00094789","2018-07-13","9.84","0.00","0.0","74","17.0",,,,,,,,,,,,,,
"USW00094789","2018-07-14","12.08","0.28","0.0","76","33.1","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-07-15","9.17","0.60","0.0","75","17.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-07-16","11.18","0.00","0.0","78","23.9","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-07-17","10.51","0.68","0.0","76","25.1","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-07-18","12.75","0.00","0.0","76","23.9",,,,,,,,,,,,,,
"USW00094789","2018-07-19","8.72","0.00","0.0","75","14.1",,,,,,,,,,,,,,
"USW00094789","2018-07-20","8.50","0.00","0.0","74","16.1",,,,,,,,,,,,,,
"USW00094789","2018-07-21","14.32","0.58","0.0","72","28.0","    1",,,,,,,,,,,,,
"USW00094789","2018-07-22","19.01","0.93","0.0","73","33.1","    1",,,,,,,,,,,,,
"USW00094789","2018-07-23","16.78","0.07","0.0","75","23.9","    1",,,,,,,,,,,,,
"USW00094789","2018-07-24","17.22","0.00","0.0","77","23.0",,,,,,,,,,,,,,
"USW00094789","2018-07-25","15.66","0.30","0.0","76","25.1","    1",,,,,,,,,,,,,
"USW00094789","2018-07-26","10.96","0.00","0.0","77","17.0",,,,,,,,,,,,,,
"USW00094789","2018-07-27","7.61","1.17","0.0","78","33.1","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-07-28","6.71","0.00","0.0","76","17.0",,,,,,,,,,,,,,
"USW00094789","2018-07-29","11.41","0.00","0.0","77","18.1",,,,,,,,,,,,,,
"USW00094789","2018-07-30","6.04","0.02","0.0","75","18.1","    1",,,,,,,,,,,,,
"USW00094789","2018-07-31","7.83","0.00","0.0","73","15.0",,,,,,,,,,,,,,
"USW00094789","2018-08-01","15.43","0.02","0.0","78","28.0",,,,,,,,,,,,,,
"USW00094789","2018-08-02","14.32","0.02","0.0","80","29.1","    1",,,,,,,,,,,,,
"USW00094789","2018-08-03","11.18","0.05","0.0","78","25.1","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-04","10.96","0.17","0.0","77","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-08-05","7.83","0.00","0.0","81","17.0",,,,,,,,,,,,,,
"USW00094789","2018-08-06","10.74","0.00","0.0","82","21.9",,,,,,,,,,,,,,
"USW00094789","2018-08-07","12.30","0.74","0.0","80","28.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-08","9.62","0.01","0.0","78","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-08-09","9.62","0.30","0.0","82","21.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-10","8.28","0.00","0.0","80","21.9",,,,,,,,,,,,,,
"USW00094789","2018-08-11","7.61","0.33","0.0","75","21.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-12","6.49","1.84","0.0","76","19.9","    1","    1","    1",,,,,,,,,,,
"USW00094789","2018-08-13","9.17","0.60","0.0","74","16.1","    1",,,,,,,,,,,,,
"USW00094789","2018-08-14","9.62","0.14","0.0","75","21.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-15","11.41","0.00","0.0","78","17.0",,,,,,,,,,,,,,
"USW00094789","2018-08-16","9.40","0.00","0.0","82","17.0",,,,,,,,,,,,,,
"USW00094789","2018-08-17","11.41","0.03","0.0","80","23.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-18","10.29","0.14","0.0","79","23.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-08-19","11.41","0.02","0.0","71","21.9",,,,,,,,,,,,,,
"USW00094789","2018-08-20","7.16","0.00","0.0","70","16.1",,,,,,,,,,,,,,
"USW00094789","2018-08-21","10.07","0.00","0.0","70","16.1",,,,,,,,,,,,,,
"USW00094789","2018-08-22","13.20","0.26","0.0","77","25.1","    1",,,,,,,,,,,,,
"USW00094789","2018-08-23","11.18","0.01","0.0","74","19.9",,,,,,,,,,,,,,
"USW00094789","2018-08-24","6.49","0.00","0.0","74","16.1",,,,,,,,,,,,,,
"USW00094789","2018-08-25","6.49","0.00","0.0","73","13.0",,,,,,,,,,,,,,
"USW00094789","2018-08-26","11.41","0.00","0.0","73","21.0",,,,,,,,,,,,,,
"USW00094789","2018-08-27","8.72","0.00","0.0","79","17.0",,,,,,,,,,,,,,
"USW00094789","2018-08-28","10.29","0.00","0.0","82","21.0","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-08-29","9.84","0.00","0.0","84","16.1",,,,,,,,,,,,,,
"USW00094789","2018-08-30","10.51","0.00","0.0","83","18.1","    1",,,,,,,,,,,,,
"USW00094789","2018-08-31","13.65","0.00","0.0","76","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-09-01","8.72","0.01","0.0","72","16.1",,,,,,,,,,,,,,
"USW00094789","2018-09-02","7.38","0.00","0.0","72","14.1",,,,,,,,,,,,,,
"USW00094789","2018-09-03","9.84","0.00","0.0","78","17.0",,,,,,,,,,,,,,
"USW00094789","2018-09-04","6.49","0.00","0.0","83","13.0",,,,,,,,,,,,,,
"USW00094789","2018-09-05","8.28","0.00","0.0","80","14.1","    1",,,,,,,,,,,,,
"USW00094789","2018-09-06","10.51","0.69","0.0","80","25.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-09-07","8.95","0.00","0.0","74","14.1",,,,,,,,,,,,,,
"USW00094789","2018-09-08","12.08","0.04","0.0","69","19.9","    1",,,,,,,,,,,,,
"USW00094789","2018-09-09","12.53","0.44","0.0","61","18.1","    1",,,,,,,,,,,,,
"USW00094789","2018-09-10","14.54","1.25","0.0","60","25.1","    1",,,,,,,,,,,,,
"USW00094789","2018-09-11","4.03","0.27","0.0","68","8.9","    1","    1",,,,,,,,,,,,
"USW00094789","2018-09-12","3.80","0.04","0.0","74","12.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-09-13","9.17","0.11","0.0","72","14.1","    1",,,,,,,,,,,,,
"USW00094789","2018-09-14","9.17","0.00","0.0","71","17.0",,,,,,,,,,,,,,
"USW00094789","2018-09-15","5.37","0.00","0.0","71","12.1",,,,,,,,,,,,,,
"USW00094789","2018-09-16","5.37","0.00","0.0","72","13.0",,,,,,,,,,,,,,
"USW00094789","2018-09-17","8.95","0.00","0.0","72","18.1",,,,,,,,,,,,,,
"USW00094789","2018-09-18","12.30","0.67","0.0","75","23.9","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-09-19","9.84","0.00","0.0","74","17.0",,,,,,,,,,,,,,
"USW00094789","2018-09-20","6.93","0.00","0.0","68","14.1",,,,,,,,,,,,,,
"USW00094789","2018-09-21","14.76","0.00","0.0","69","23.9",,,,,,,,,,,,,,
"USW00094789","2018-09-22","12.75","0.00","0.0","72","25.9",,,,,,,,,,,,,,
"USW00094789","2018-09-23","6.04","0.04","0.0","63","10.1","    1",,,,,,,,,,,,,
"USW00094789","2018-09-24","13.42","0.00","0.0","63","25.1",,,,,,,,,,,,,,
"USW00094789","2018-09-25","14.99","0.81","0.0","65","28.0","    1",,,,,,,,,,,,,
"USW00094789","2018-09-26","13.42","0.36","0.0","73","21.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-09-27","12.75","0.00","0.0","69","19.9",,,,,,,,,,,,,,
"USW00094789","2018-09-28","10.51","1.26","0.0","62","23.9","    1",,,,,,,,,,,,,
"USW00094789","2018-09-29","7.61","0.00","0.0","65","15.0",,,,,,,,,,,,,,
"USW00094789","2018-09-30","7.61","0.00","0.0","63","13.0",,,,,,,,,,,,,,
"USW00094789","2018-10-01","10.74","0.00","0.0","68","17.0",,,,,,,,,,,,,,
"USW00094789","2018-10-02","12.75","0.33","0.0","70","32.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-10-03","8.72","0.00","0.0","70","17.0",,,"    1",,,,,,,,,,,
"USW00094789","2018-10-04","7.38","0.04","0.0","67","18.1","    1",,,,,,,,,,,,,
"USW00094789","2018-10-05","10.51","0.00","0.0","67","21.9",,,,,,,,,,,,,,
"USW00094789","2018-10-06","9.62","0.00","0.0","64","16.1",,,,,,,,,,,,,,
"USW00094789","2018-10-07","7.61","0.00","0.0","71","15.0",,,,,,,,,,,,,,
"USW00094789","2018-10-08","10.51","0.00","0.0","67","17.0","    1",,,,,,,,,,,,,
"USW00094789","2018-10-09","6.71","0.00","0.0","69","13.0",,,,,,,,,,,,,,
"USW00094789","2018-10-10","8.05","0.00","0.0","70","16.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-10-11","10.96","1.03","0.0","72","32.0","    1",,"    1",,,,,,,,,,,
"USW00094789","2018-10-12","18.34","0.77","0.0","64","32.0","    1",,,,,,,,,,,,,
"USW00094789","2018-10-13","8.50","0.05","0.0","53","17.0",,,,,,,,,,,,,,
"USW00094789","2018-10-14","6.71","0.00","0.0","53","15.0",,,,,,,,,,,,,,
"USW00094789","2018-10-15","12.53","0.07","0.0","59","30.0","    1",,,,,,,,,,,,,
"USW00094789","2018-10-16","16.11","0.01","0.0","56","28.0","    1",,,,,,,,,,,,,
"USW00094789","2018-10-17","18.57","0.00","0.0","55","31.1",,,,,,,,,,,,,,
"USW00094789","2018-10-18","15.21","0.00","0.0","48","29.1",,,,,,,,,,,,,,
"USW00094789","2018-10-19","13.87","0.00","0.0","50","23.9",,,,,,,,,,,,,,
"USW00094789","2018-10-20","14.09","0.08","0.0","58","21.9","    1",,,,,,,,,,,,,
"USW00094789","2018-10-21","19.69","0.01","0.0","49","35.1","    1",,,,,,,,,,,,,
"USW00094789","2018-10-22","11.18","0.00","0.0","44","21.0",,,,,,,,,,,,,,
"USW00094789","2018-10-23","11.86","0.00","0.0","54","25.9",,,,,,,,,,,,,,
"USW00094789","2018-10-24","17.00","0.00","0.0","51","28.0",,,,,,,,,,,,,,
"USW00094789","2018-10-25","13.42","0.00","0.0","47","23.9",,,,,,,,,,,,,,
"USW00094789","2018-10-26","5.59","0.03","0.0","43","18.1",,,,,,,,,,,,,,
"USW00094789","2018-10-27","20.58","0.84","0.0","48","35.1","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-10-28","11.86","0.05","0.0","50","16.1","    1",,,,,,,,,,,,,
"USW00094789","2018-10-29","15.88","0.01","0.0","53","23.9",,,,,,,,,,,,,,
"USW00094789","2018-10-30","12.30","0.00","0.0","50","23.0",,,,,,,,,,,,,,
"USW00094789","2018-10-31","9.62","0.00","0.0","51","25.1",,,,,,,,,,,,,,
"USW00094789","2018-11-01","10.51","0.00","0.0","58","23.0",,,,,,,,,,,,,,
"USW00094789","2018-11-02","20.58","0.06","0.0","63","30.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-11-03","17.90","0.24","0.0","59","35.1","    1",,,,,,,,,,,,,
"USW00094789","2018-11-04","6.93","0.00","0.0","50","15.0",,,,,,,,,,,,,,
"USW00094789","2018-11-05","12.53","0.27","0.0","49","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-11-06","8.50","0.49","0.0","53","23.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-11-07","14.99","0.00","0.0","57","21.9",,,,,,,,,,,,,,
"USW00094789","2018-11-08","10.51","0.00","0.0","53","21.0",,,,,,,,,,,,,,
"USW00094789","2018-11-09","10.51","0.86","0.0","47","21.0","    1",,,,,,,,,,,,,
"USW00094789","2018-11-10","18.12","0.01","0.0","47","31.1","    1",,,,,,,,,,,,,
"USW00094789","2018-11-11","9.84","0.00","0.0","40","18.1",,,,,,,,,,,,,,
"USW00094789","2018-11-12","3.80","0.04","0.0","41","10.1","    1",,,,,,,,,,,,,
"USW00094789","2018-11-13","14.09","1.16","0.0","48","25.9","    1",,,,,,,,,,,,,
"USW00094789","2018-11-14","17.00","0.00","0.0","40","29.1",,,,,,,,,,,,,,
"USW00094789","2018-11-15","15.21","0.89","4.8","33","33.1","    1","    1",,"    1",,,,,,,,,,
"USW00094789","2018-11-16","20.80","0.16","0.0","40","36.9","    1",,,,,,,,,,,,,
"USW00094789","2018-11-17","14.32","0.00","0.0","43","21.0",,,,,,,,,,,,,,
"USW00094789","2018-11-18","6.26","0.00","0.0","42","16.1",,,,,,,,,,,,,,
"USW00094789","2018-11-19","4.47","0.00","0.0","44","12.1","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-11-20","10.74","0.01","0.0","46","23.9","    1",,,,,,"    1",,,,,,,
"USW00094789","2018-11-21","18.57","0.00","0.0","41","30.0","    1",,,,,,,,,,,,,
"USW00094789","2018-11-22","19.01","0.00","0.0","27","31.1",,,,,,,,,,,,,,
"USW00094789","2018-11-23","8.28","0.00","0.0","22","15.0",,,,,,,,,,,,,,
"USW00094789","2018-11-24","8.50","1.20","0.0","36","29.1","    1",,,,,,,,,,,,,
"USW00094789","2018-11-25","12.30","1.22","0.0","50","38.9","    1",,,,,,,,,,,,,
"USW00094789","2018-11-26","12.30","1.17","0.0","48","29.1","    1",,,,,,,,,,,,,
"USW00094789","2018-11-27","20.13","0.00","0.0","44","30.0","    1",,,,,,,,,,,,,
"USW00094789","2018-11-28","20.80","0.00","0.0","39","32.0",,,,,,,,,,,,,,
"USW00094789","2018-11-29","19.01","0.00","0.0","42","33.1",,,,,,,,,,,,,,
"USW00094789","2018-11-30","4.25","0.02","0.0","39","12.1",,,,,,,,,,,,,,
"USW00094789","2018-12-01","5.59","0.06","0.0","40","14.1","    1",,,,,,,,,,,,,
"USW00094789","2018-12-02","8.05","0.87","0.0","48","18.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-12-03","14.09","0.00","0.0","53","23.9","    1","    1",,,,,,,,,,,,
"USW00094789","2018-12-04","16.33","0.00","0.0","42","25.1",,,,,,,,,,,,,,
"USW00094789","2018-12-05","8.05","0.00","0.0","32","16.1",,,,,,,,,,,,,,
"USW00094789","2018-12-06","14.76","0.00","0.0","35","25.1",,,,,,,,,,,,,,
"USW00094789","2018-12-07","15.21","0.00","0.0","37","23.9",,,,,,,,,,,,,,
"USW00094789","2018-12-08","10.74","0.00","0.0","30","19.9",,,,,,,,,,,,,,
"USW00094789","2018-12-09","4.92","0.00","0.0","31","13.0",,,,,,,,,,,,,,
"USW00094789","2018-12-10","9.84","0.00","0.0","33","21.0",,,,,,,,,,,,,,
"USW00094789","2018-12-11","7.16","0.00","0.0","33","17.0",,,,,,,,,,,,,,
"USW00094789","2018-12-12","11.41","0.00","0.0","36","21.9",,,,,,,,,,,,,,
"USW00094789","2018-12-13","9.40","0.09","0.0","35","16.1","    1",,,,"    1",,,,,,,,,
"USW00094789","2018-12-14","7.61","0.11","0.0","45","15.0","    1",,,,,,,,,,,,,
"USW00094789","2018-12-15","10.51","0.15","0.0","49","31.1","    1",,,,,,,,,,,,,
"USW00094789","2018-12-16","18.12","1.16","0.0","44","28.0","    1",,,,,,,,,,,,,
"USW00094789","2018-12-17","18.34","0.00","0.0","41","36.0","    1",,,,,,,,,,,,,
"USW00094789","2018-12-18","21.03","0.00","0.0","37","38.0",,,,,,,,,,,,,,
"USW00094789","2018-12-19","8.50","0.00","0.0","32","18.1",,,,,,,,,,,,,,
"USW00094789","2018-12-20","6.71","0.28","0.0","38","19.9","    1",,,,,,,,,,,,,
"USW00094789","2018-12-21","19.01","1.73","0.0","53","31.1","    1","    1",,,,,,,,,,,,
"USW00094789","2018-12-22","20.80","0.02","0.0","48","32.0","    1",,,,,,,,,,,,,
"USW00094789","2018-12-23","9.62","0.01","0.0","40","28.0",,,,,,,,,,,,,,
"USW00094789","2018-12-24","10.07","0.07","0.0","39","23.0","    1",,,,,,,,,,,,,
"USW00094789","2018-12-25","13.42","0.00","0.0","38","23.0",,,,,,,,,,,,,,
"USW00094789","2018-12-26","10.07","0.00","0.0","37","17.0",,,,,,,,,,,,,,
"USW00094789","2018-12-27","8.72","0.00","0.0","40","17.0",,,,,,,,,,,,,,
"USW00094789","2018-12-28","13.65","0.98","0.0","46","30.0","    1","    1",,,,,,,,,,,,
"USW00094789","2018-12-29","15.43","0.00","0.0","50","29.1","    1",,,,,,,,,,,,,
"USW00094789","2018-12-30","5.37","0.00","0.0","37","19.9",,,,,,,,,,,,,,
