"numCrashes","wind","precip","snow","propMentions","monthlyBus","monthlySubway","monthlyAAR","monthlyLIRR","monthlyMNR","label"
549,8.95,0.79,0,0,"59979786","152868196","765643","7250532","7028443",584
584,9.4,0.02,0,0,"59979786","152868196","765643","7250532","7028443",581
581,8.5,0,0,0.00520833333333333,"59979786","152868196","765643","7250532","7028443",560
560,11.63,0,0,0,"59979786","152868196","765643","7250532","7028443",638
638,7.61,0,0,0.00480769230769231,"59979786","152868196","765643","7250532","7028443",659
659,14.99,0.14,0,0,"59979786","152868196","765643","7250532","7028443",700
700,20.58,1.26,0,0,"59979786","152868196","765643","7250532","7028443",619
619,10.51,0,0,0,"59979786","152868196","765643","7250532","7028443",507
507,10.29,0,0,0,"59979786","152868196","765643","7250532","7028443",572
572,11.18,0,0,0.00549450549450549,"59979786","152868196","765643","7250532","7028443",650
650,10.74,0,0,0,"59979786","152868196","765643","7250532","7028443",575
575,7.83,0,0,0,"59979786","152868196","765643","7250532","7028443",593
593,6.93,0.32,0,0,"59979786","152868196","765643","7250532","7028443",660
660,6.49,0.32,0,0,"59979786","152868196","765643","7250532","7028443",486
486,8.28,0.05,0,0,"59979786","152868196","765643","7250532","7028443",472
472,9.17,0,0,0,"59979786","152868196","765643","7250532","7028443",433
433,12.53,0,0,0,"59979786","152868196","765643","7250532","7028443",645
645,9.4,0,0,0,"59979786","152868196","765643","7250532","7028443",538
538,11.41,0,0,0,"59979786","152868196","765643","7250532","7028443",663
663,8.05,0,0,0,"59979786","152868196","765643","7250532","7028443",650
650,7.38,0.03,0,0,"59979786","152868196","765643","7250532","7028443",587
587,10.96,0,0,0,"59979786","152868196","765643","7250532","7028443",604
604,8.28,0,0,0,"56218209","147939131","741206","7509011","7213680",643
643,10.29,0,0,0.00526315789473684,"56218209","147939131","741206","7509011","7213680",663
663,7.61,0,0,0,"56218209","147939131","741206","7509011","7213680",582
582,7.38,0,0,0,"56218209","147939131","741206","7509011","7213680",569
569,12.3,0.5,0,0,"56218209","147939131","741206","7509011","7213680",743
743,12.97,0,0,0,"56218209","147939131","741206","7509011","7213680",623
623,8.28,0,0,0,"56218209","147939131","741206","7509011","7213680",516
516,6.26,0,0,0,"56218209","147939131","741206","7509011","7213680",528
528,6.04,0.95,0,0.00558659217877095,"56218209","147939131","741206","7509011","7213680",569
569,4.92,0,0,0,"56218209","147939131","741206","7509011","7213680",576
576,12.08,0,0,0,"56218209","147939131","741206","7509011","7213680",563
563,10.51,0.01,0,0,"56218209","147939131","741206","7509011","7213680",708
708,7.61,0.99,0,0,"56218209","147939131","741206","7509011","7213680",613
613,12.53,0,0,0.0119047619047619,"56218209","147939131","741206","7509011","7213680",475
475,11.63,0,0,0.00892857142857143,"56218209","147939131","741206","7509011","7213680",622
622,7.61,0,0,0.0145631067961165,"56218209","147939131","741206","7509011","7213680",666
666,8.05,0,0,0.0153061224489796,"56218209","147939131","741206","7509011","7213680",663
663,11.86,0,0,0,"56218209","147939131","741206","7509011","7213680",675
675,8.28,0.05,0,0,"56218209","147939131","741206","7509011","7213680",765
765,10.96,0,0,0,"56218209","147939131","741206","7509011","7213680",557
557,8.28,0,0,0,"56218209","147939131","741206","7509011","7213680",477
477,6.04,0,0,0,"56218209","147939131","741206","7509011","7213680",644
644,8.5,0,0,0,"56218209","147939131","741206","7509011","7213680",632
632,14.32,0,0,0,"56218209","147939131","741206","7509011","7213680",646
646,12.53,0.09,0,0,"56218209","147939131","741206","7509011","7213680",670
670,8.5,0.02,0,0,"56218209","147939131","741206","7509011","7213680",660
660,7.83,0,0,0,"56218209","147939131","741206","7509011","7213680",611
611,8.5,0,0,0,"56218209","147939131","741206","7509011","7213680",537
537,9.17,0,0,0,"56218209","147939131","741206","7509011","7213680",610
610,12.97,0,0,0.005,"56218209","147939131","741206","7509011","7213680",616
616,14.99,0,0,0,"54949495","146505849","746067","7626108","7366433",658
658,11.86,0.52,0,0,"54949495","146505849","746067","7626108","7366433",740
740,8.72,0.35,0,0,"54949495","146505849","746067","7626108","7366433",360
360,14.99,0.32,0,0.00746268656716418,"54949495","146505849","746067","7626108","7366433",505
505,13.65,0,0,0,"54949495","146505849","746067","7626108","7366433",451
451,12.75,0,0,0,"54949495","146505849","746067","7626108","7366433",614
614,12.3,0,0,0,"54949495","146505849","746067","7626108","7366433",594
594,14.54,0,0,0.00571428571428571,"54949495","146505849","746067","7626108","7366433",569
569,11.63,0.01,0,0.00432900432900433,"54949495","146505849","746067","7626108","7366433",584
584,6.26,0.03,0,0.0050761421319797,"54949495","146505849","746067","7626108","7366433",642
642,7.16,0,0,0,"54949495","146505849","746067","7626108","7366433",550
550,9.62,0,0,0,"54949495","146505849","746067","7626108","7366433",439
439,16.11,0.06,0,0,"54949495","146505849","746067","7626108","7366433",567
567,6.71,1.87,0,0.00497512437810945,"54949495","146505849","746067","7626108","7366433",587
587,6.93,1.03,0,0,"54949495","146505849","746067","7626108","7366433",551
551,8.5,0.01,0,0.00458715596330275,"54949495","146505849","746067","7626108","7366433",587
587,8.95,0,0,0.0111111111111111,"54949495","146505849","746067","7626108","7366433",624
624,6.71,0,0,0,"54949495","146505849","746067","7626108","7366433",480
480,6.71,0,0,0.0111111111111111,"54949495","146505849","746067","7626108","7366433",451
451,8.72,0,0,0,"54949495","146505849","746067","7626108","7366433",557
557,6.71,0,0,0,"54949495","146505849","746067","7626108","7366433",587
587,12.53,0,0,0.00602409638554217,"54949495","146505849","746067","7626108","7366433",591
591,13.42,0.02,0,0,"54949495","146505849","746067","7626108","7366433",539
539,10.51,0,0,0,"54949495","146505849","746067","7626108","7366433",653
653,10.07,0,0,0,"54949495","146505849","746067","7626108","7366433",534
534,10.07,0.09,0,0,"54949495","146505849","746067","7626108","7366433",476
476,11.86,0.01,0,0,"54949495","146505849","746067","7626108","7366433",595
595,16.11,0.51,0,0.00574712643678161,"54949495","146505849","746067","7626108","7366433",526
526,10.51,0,0,0,"54949495","146505849","746067","7626108","7366433",605
605,9.17,0,0,0,"54949495","146505849","746067","7626108","7366433",626
626,11.86,0,0,0,"54949495","146505849","746067","7626108","7366433",667
667,8.05,0,0,0.0043859649122807,"52351519","139868371","728267","7399382","6935605",540
540,8.28,0.4,0,0,"52351519","139868371","728267","7399382","6935605",476
476,4.7,0.09,0,0,"52351519","139868371","728267","7399382","6935605",589
589,9.84,0,0,0,"52351519","139868371","728267","7399382","6935605",606
606,8.5,0,0,0.00625,"52351519","139868371","728267","7399382","6935605",562
562,8.95,0,0,0.0143540669856459,"52351519","139868371","728267","7399382","6935605",585
585,10.96,0,0,0,"52351519","139868371","728267","7399382","6935605",601
601,6.49,0,0,0.0108695652173913,"52351519","139868371","728267","7399382","6935605",538
538,7.38,0,0,0,"52351519","139868371","728267","7399382","6935605",512
512,7.16,0,0,0.0112359550561798,"52351519","139868371","728267","7399382","6935605",604
604,7.83,0,0,0,"52351519","139868371","728267","7399382","6935605",491
491,15.21,0.34,0,0.00666666666666667,"52351519","139868371","728267","7399382","6935605",572
572,14.09,2.92,0,0,"52351519","139868371","728267","7399382","6935605",625
625,12.75,0,0,0,"52351519","139868371","728267","7399382","6935605",522
522,10.74,0,0,0.00460829493087558,"52351519","139868371","728267","7399382","6935605",490
490,10.29,0,0,0,"52351519","139868371","728267","7399382","6935605",476
476,11.41,0,0,0,"52351519","139868371","728267","7399382","6935605",595
595,8.05,0,0,0,"52351519","139868371","728267","7399382","6935605",516
516,7.38,0,0,0.00625,"52351519","139868371","728267","7399382","6935605",551
551,5.37,0,0,0.00483091787439614,"52351519","139868371","728267","7399382","6935605",567
567,7.16,0.21,0,0,"52351519","139868371","728267","7399382","6935605",568
568,7.83,0.13,0,0.00460829493087558,"52351519","139868371","728267","7399382","6935605",454
454,6.04,0,0,0.0102040816326531,"52351519","139868371","728267","7399382","6935605",437
437,6.49,0,0,0,"52351519","139868371","728267","7399382","6935605",549
549,4.7,0,0,0,"52351519","139868371","728267","7399382","6935605",608
608,6.71,0,0,0,"52351519","139868371","728267","7399382","6935605",538
538,8.5,0,0,0.00561797752808989,"52351519","139868371","728267","7399382","6935605",618
618,13.2,0,0,0,"52351519","139868371","728267","7399382","6935605",631
631,8.72,0,0,0.00478468899521531,"52351519","139868371","728267","7399382","6935605",510
510,9.62,0,0,0.0114942528735632,"52351519","139868371","728267","7399382","6935605",495
495,10.07,0.14,0,0,"52351519","139868371","728267","7399382","6935605",392
392,8.72,0,0,0,"58396397","149373432","731907","7297453","7072104",700
700,11.18,0,0,0.00552486187845304,"58396397","149373432","731907","7297453","7072104",580
580,9.4,0,0,0,"58396397","149373432","731907","7297453","7072104",727
727,8.5,0,0,0,"58396397","149373432","731907","7297453","7072104",647
647,9.62,0,0,0.00434782608695652,"58396397","149373432","731907","7297453","7072104",553
553,10.74,0.04,0,0,"58396397","149373432","731907","7297453","7072104",477
477,6.71,0,0,0,"58396397","149373432","731907","7297453","7072104",598
598,10.96,0,0,0.00454545454545455,"58396397","149373432","731907","7297453","7072104",592
592,11.18,0,0,0.0102040816326531,"58396397","149373432","731907","7297453","7072104",618
618,7.83,0,0,0.00421940928270042,"58396397","149373432","731907","7297453","7072104",619
619,12.97,0,0,0,"58396397","149373432","731907","7297453","7072104",730
730,10.74,0,0,0,"58396397","149373432","731907","7297453","7072104",558
558,10.96,0.29,0,0,"58396397","149373432","731907","7297453","7072104",528
528,8.5,0,0,0,"58396397","149373432","731907","7297453","7072104",610
610,8.05,0,0,0.00980392156862745,"58396397","149373432","731907","7297453","7072104",613
613,5.37,0.26,0,0,"58396397","149373432","731907","7297453","7072104",658
658,6.26,0,0,0,"58396397","149373432","731907","7297453","7072104",650
650,6.04,0,0,0.00467289719626168,"58396397","149373432","731907","7297453","7072104",648
648,10.96,0,0,0.00862068965517241,"58396397","149373432","731907","7297453","7072104",594
594,9.17,0.37,0,0,"58396397","149373432","731907","7297453","7072104",515
515,5.14,0.21,0,0,"58396397","149373432","731907","7297453","7072104",662
662,15.88,0,0,0,"58396397","149373432","731907","7297453","7072104",592
592,6.49,0,0,0.00444444444444444,"58396397","149373432","731907","7297453","7072104",566
566,10.29,0,0,0.004149377593361,"58396397","149373432","731907","7297453","7072104",491
491,14.54,0.23,0,0,"58396397","149373432","731907","7297453","7072104",643
643,8.28,0,0,0.00806451612903226,"58396397","149373432","731907","7297453","7072104",600
600,6.71,0,0,0,"58396397","149373432","731907","7297453","7072104",512
512,7.38,0,0,0,"58396397","149373432","731907","7297453","7072104",566
566,5.37,0,0,0,"58396397","149373432","731907","7297453","7072104",589
589,5.82,0.03,0,0.00497512437810945,"58396397","149373432","731907","7297453","7072104",559
559,11.41,0,0,0.00823045267489712,"62070731","160120773","776473","7663987","7499635",558
558,8.28,0,0,0.0135746606334842,"62070731","160120773","776473","7663987","7499635",719
719,7.16,0,0,0.0274509803921569,"62070731","160120773","776473","7663987","7499635",531
531,16.33,0.7,0,0.0256410256410256,"62070731","160120773","776473","7663987","7499635",505
505,12.97,0,0,0,"62070731","160120773","776473","7663987","7499635",639
639,13.87,0,0,0.00930232558139535,"62070731","160120773","776473","7663987","7499635",620
620,17,0.02,0,0.00921658986175115,"62070731","160120773","776473","7663987","7499635",639
639,17.22,0.02,0,0.0043859649122807,"62070731","160120773","776473","7663987","7499635",499
499,14.09,0,0,0.0232558139534884,"62070731","160120773","776473","7663987","7499635",541
541,5.59,0,0,0,"62070731","160120773","776473","7663987","7499635",546
546,8.28,0.45,0,0.021978021978022,"62070731","160120773","776473","7663987","7499635",473
473,6.49,0,0,0,"62070731","160120773","776473","7663987","7499635",451
451,5.82,0.08,0,0.0171428571428571,"62070731","160120773","776473","7663987","7499635",697
697,13.42,0,0,0.0053475935828877,"62070731","160120773","776473","7663987","7499635",575
575,16.78,0.01,0,0,"62070731","160120773","776473","7663987","7499635",602
602,12.75,0.78,0,0.00925925925925926,"62070731","160120773","776473","7663987","7499635",648
648,12.97,0,0,0.02,"62070731","160120773","776473","7663987","7499635",494
494,12.75,0,0,0.0105263157894737,"62070731","160120773","776473","7663987","7499635",483
483,17.22,0,0,0.0116279069767442,"62070731","160120773","776473","7663987","7499635",591
591,10.07,0,0,0,"62070731","160120773","776473","7663987","7499635",607
607,6.49,0.05,0,0.00970873786407767,"62070731","160120773","776473","7663987","7499635",708
708,18.12,1.42,0,0.0136363636363636,"62070731","160120773","776473","7663987","7499635",639
639,20.58,0.12,0,0.00418410041841004,"62070731","160120773","776473","7663987","7499635",669
669,10.96,0,0,0.0232558139534884,"62070731","160120773","776473","7663987","7499635",515
515,11.86,0,0,0.029126213592233,"62070731","160120773","776473","7663987","7499635",515
515,17.22,0,0,0,"62070731","160120773","776473","7663987","7499635",642
642,11.18,0,0,0.015,"62070731","160120773","776473","7663987","7499635",571
571,7.16,0,0,0.0192307692307692,"62070731","160120773","776473","7663987","7499635",556
556,9.62,0.03,0,0.00423728813559322,"62070731","160120773","776473","7663987","7499635",626
626,9.17,0,0,0.0136986301369863,"62070731","160120773","776473","7663987","7499635",668
668,10.07,0.01,0,0.0110294117647059,"62070731","160120773","776473","7663987","7499635",656
656,18.34,1.03,0,0.0119047619047619,"53191858","141226971","697650","6681433","6555045",532
532,26.17,0,0,0.0119047619047619,"53191858","141226971","697650","6681433","6555045",625
625,14.99,0,0,0.00526315789473684,"53191858","141226971","697650","6681433","6555045",538
538,10.07,0,0,0,"53191858","141226971","697650","6681433","6555045",554
554,9.62,0,0,0.00714285714285714,"53191858","141226971","697650","6681433","6555045",652
652,6.26,0.43,0,0.00403225806451613,"53191858","141226971","697650","6681433","6555045",641
641,18.12,0,0,0,"53191858","141226971","697650","6681433","6555045",543
543,11.86,0,0,0,"53191858","141226971","697650","6681433","6555045",419
419,8.28,0,0,0,"53191858","141226971","697650","6681433","6555045",560
560,4.25,0,0,0.00980392156862745,"53191858","141226971","697650","6681433","6555045",493
493,5.37,0,0,0.00625,"53191858","141226971","697650","6681433","6555045",546
546,7.16,0,0,0,"53191858","141226971","697650","6681433","6555045",696
696,8.28,0.11,0,0,"53191858","141226971","697650","6681433","6555045",654
654,14.32,0.07,0,0.004149377593361,"53191858","141226971","697650","6681433","6555045",529
529,9.17,0,0,0,"53191858","141226971","697650","6681433","6555045",429
429,7.38,0,0,0,"53191858","141226971","697650","6681433","6555045",666
666,8.72,1.37,0,0.00531914893617021,"53191858","141226971","697650","6681433","6555045",712
712,23.71,0,0,0.0050761421319797,"53191858","141226971","697650","6681433","6555045",633
633,16.11,0,0,0.00485436893203883,"53191858","141226971","697650","6681433","6555045",635
635,16.55,0,0,0,"53191858","141226971","697650","6681433","6555045",677
677,15.43,0,0,0,"53191858","141226971","697650","6681433","6555045",512
512,13.65,0,0,0,"53191858","141226971","697650","6681433","6555045",425
425,9.62,0,0,0,"53191858","141226971","697650","6681433","6555045",722
722,19.69,0.45,0,0,"53191858","141226971","697650","6681433","6555045",599
599,10.96,0,0,0,"53191858","141226971","697650","6681433","6555045",742
742,15.66,1,0.1,0,"53191858","141226971","697650","6681433","6555045",378
378,10.96,0.02,0,0,"53191858","141226971","697650","6681433","6555045",444
444,13.42,0,0,0,"53191858","141226971","697650","6681433","6555045",394
394,6.26,0,0,0,"53191858","141226971","697650","6681433","6555045",377
377,10.29,0,0,0,"53191858","141226971","697650","6681433","6555045",644
644,9.4,0.07,0,0.00515463917525773,"54422191","150132948","730109","7594356","7356438",611
611,13.65,0.09,0,0.00510204081632653,"54422191","150132948","730109","7594356","7356438",569
569,11.41,0.15,0,0.0045045045045045,"54422191","150132948","730109","7594356","7356438",606
606,10.07,0,0,0.00469483568075117,"54422191","150132948","730109","7594356","7356438",673
673,10.07,0.55,0,0,"54422191","150132948","730109","7594356","7356438",628
628,7.38,1.24,0,0,"54422191","150132948","730109","7594356","7356438",493
493,21.7,0.05,0,0,"54422191","150132948","730109","7594356","7356438",579
579,15.43,0,0,0,"54422191","150132948","730109","7594356","7356438",645
645,21.92,3.04,0,0,"54422191","150132948","730109","7594356","7356438",649
649,16.33,0.11,0.3,0,"54422191","150132948","730109","7594356","7356438",669
669,16.78,0,0,0,"54422191","150132948","730109","7594356","7356438",687
687,15.66,0,0,0,"54422191","150132948","730109","7594356","7356438",594
594,16.33,0,0,0,"54422191","150132948","730109","7594356","7356438",439
439,11.86,0,0,0.0151515151515152,"54422191","150132948","730109","7594356","7356438",720
720,4.92,0,0,0,"54422191","150132948","730109","7594356","7356438",645
645,4.03,0.3,0,0.00518134715025907,"54422191","150132948","730109","7594356","7356438",555
555,12.75,0.03,0,0,"54422191","150132948","730109","7594356","7356438",621
621,16.11,0,0,0,"54422191","150132948","730109","7594356","7356438",652
652,14.54,0,0,0,"54422191","150132948","730109","7594356","7356438",505
505,6.49,0,0,0,"54422191","150132948","730109","7594356","7356438",409
409,7.16,0,0,0,"54422191","150132948","730109","7594356","7356438",566
566,8.5,0.04,0,0,"54422191","150132948","730109","7594356","7356438",732
732,11.41,0.21,0,0,"54422191","150132948","730109","7594356","7356438",519
519,10.51,1.05,0,0.016260162601626,"54422191","150132948","730109","7594356","7356438",303
303,17,0.06,0,0,"54422191","150132948","730109","7594356","7356438",446
446,10.51,0,0,0,"54422191","150132948","730109","7594356","7356438",406
406,6.26,0,0,0,"54422191","150132948","730109","7594356","7356438",349
349,10.51,0.05,0,0,"54422191","150132948","730109","7594356","7356438",411
411,10.96,0,0,0.00952380952380952,"54422191","150132948","730109","7594356","7356438",469
469,9.4,0,0,0,"54422191","150132948","730109","7594356","7356438",461
461,11.86,0,0,0.00684931506849315,"54422191","150132948","730109","7594356","7356438",395
395,17.22,0,0,0,"49952296","133814801","628874","6362309","6173387",442
442,13.65,0,0,0,"49952296","133814801","628874","6362309","6173387",456
456,9.17,0.94,0,0,"49952296","133814801","628874","6362309","6173387",381
381,10.07,0.47,0,0,"49952296","133814801","628874","6362309","6173387",498
498,19.69,0,0,0,"49952296","133814801","628874","6362309","6173387",777
777,8.5,0.07,1.1,0,"49952296","133814801","628874","6362309","6173387",538
538,21.47,0,0,0,"49952296","133814801","628874","6362309","6173387",573
573,17.22,0,0,0.0111731843575419,"49952296","133814801","628874","6362309","6173387",751
751,19.69,0.07,1.3,0,"49952296","133814801","628874","6362309","6173387",481
481,16.55,0,0,0,"49952296","133814801","628874","6362309","6173387",341
341,10.96,0,0,0,"49952296","133814801","628874","6362309","6173387",580
580,6.04,0.7,0,0.00510204081632653,"49952296","133814801","628874","6362309","6173387",613
613,15.21,0,0,0,"49952296","133814801","628874","6362309","6173387",506
506,11.63,0,0,0,"49952296","133814801","628874","6362309","6173387",548
548,9.84,0,0,0,"49952296","133814801","628874","6362309","6173387",563
563,18.34,0,0,0,"49952296","133814801","628874","6362309","6173387",495
495,10.51,0,0,0,"49952296","133814801","628874","6362309","6173387",961
961,6.26,1.62,0,0,"49952296","133814801","628874","6362309","6173387",496
496,15.21,0,0,0,"49952296","133814801","628874","6362309","6173387",500
500,12.08,0,0,0,"49952296","133814801","628874","6362309","6173387",495
495,6.04,0,0,0,"49952296","133814801","628874","6362309","6173387",508
508,8.05,0,0,0,"49952296","133814801","628874","6362309","6173387",598
598,10.51,0,0,0,"49952296","133814801","628874","6362309","6173387",428
428,11.41,0.75,3.4,0,"49952296","133814801","628874","6362309","6173387",406
406,14.99,0,0,0,"49952296","133814801","628874","6362309","6173387",484
484,18.34,0.33,5.1,0,"49952296","133814801","628874","6362309","6173387",188
188,19.01,0.31,5.6,0,"49952296","133814801","628874","6362309","6173387",458
458,13.87,0,0,0,"49952296","133814801","628874","6362309","6173387",519
519,8.28,0.01,0,0,"49952296","133814801","628874","6362309","6173387",622
622,18.79,0.04,0.6,0,"49952296","133814801","628874","6362309","6173387",526
526,23.04,0,0,0,"49952296","133814801","628874","6362309","6173387",361
361,8.72,0.03,0.3,0,"47821726","130776608","608048","6142068","5849842",680
680,19.01,1.18,4.2,0.00558659217877095,"47821726","130776608","608048","6142068","5849842",740
740,14.32,0,0,0,"47821726","130776608","608048","6142068","5849842",585
585,13.65,0,0,0,"47821726","130776608","608048","6142068","5849842",569
569,19.69,0,0.1,0,"47821726","130776608","608048","6142068","5849842",652
652,14.09,0,0,0,"47821726","130776608","608048","6142068","5849842",449
449,8.28,0,0,0,"47821726","130776608","608048","6142068","5849842",394
394,8.72,0,0,0,"47821726","130776608","608048","6142068","5849842",547
547,17.22,0.14,0.1,0,"47821726","130776608","608048","6142068","5849842",571
571,15.43,0,0,0,"47821726","130776608","608048","6142068","5849842",610
610,10.07,0,0,0,"47821726","130776608","608048","6142068","5849842",526
526,13.2,0,0,0,"47821726","130776608","608048","6142068","5849842",757
757,18.79,0,0,0,"47821726","130776608","608048","6142068","5849842",436
436,10.51,0.01,0.4,0,"47821726","130776608","608048","6142068","5849842",454
454,27.74,0.01,0.3,0,"47821726","130776608","608048","6142068","5849842",402
402,14.76,0,0,0,"47821726","130776608","608048","6142068","5849842",620
620,6.93,0.19,3.5,0,"47821726","130776608","608048","6142068","5849842",626
626,5.82,0,0,0,"47821726","130776608","608048","6142068","5849842",515
515,21.25,0,0,0,"47821726","130776608","608048","6142068","5849842",621
621,18.79,0,0,0.00458715596330275,"47821726","130776608","608048","6142068","5849842",517
517,9.84,0.59,4.5,0,"47821726","130776608","608048","6142068","5849842",519
519,4.03,0.2,0.2,0,"47821726","130776608","608048","6142068","5849842",574
574,19.01,0,0,0.00526315789473684,"47821726","130776608","608048","6142068","5849842",580
580,9.4,0,0,0,"47821726","130776608","608048","6142068","5849842",628
628,10.74,0,0,0,"47821726","130776608","608048","6142068","5849842",539
539,12.75,0,0,0,"47821726","130776608","608048","6142068","5849842",703
703,10.29,0,0,0.00480769230769231,"47821726","130776608","608048","6142068","5849842",538
538,8.28,0,0,0,"47821726","130776608","608048","6142068","5849842",693
693,4.7,0.51,3.1,0,"57749271","153093778","741181","7384700","7018867",650
650,15.21,0,0,0.00555555555555556,"57749271","153093778","741181","7384700","7018867",631
631,8.95,0.7,1.2,0.00584795321637427,"57749271","153093778","741181","7384700","7018867",574
574,10.96,0.3,0,0.00480769230769231,"57749271","153093778","741181","7384700","7018867",830
830,13.2,0.73,5.8,0,"57749271","153093778","741181","7384700","7018867",939
939,9.62,0,0,0,"57749271","153093778","741181","7384700","7018867",578
578,11.86,0,0,0,"57749271","153093778","741181","7384700","7018867",464
464,9.84,0,0,0,"57749271","153093778","741181","7384700","7018867",661
661,8.5,0.02,0,0,"57749271","153093778","741181","7384700","7018867",584
584,3.13,0.49,0,0,"57749271","153093778","741181","7384700","7018867",565
565,11.63,0.02,0,0,"57749271","153093778","741181","7384700","7018867",586
586,19.69,0,0,0,"57749271","153093778","741181","7384700","7018867",609
609,8.05,0,0,0,"57749271","153093778","741181","7384700","7018867",507
507,8.95,1.11,0,0.0277777777777778,"57749271","153093778","741181","7384700","7018867",459
459,20.13,0,0,0,"57749271","153093778","741181","7384700","7018867",529
529,8.72,0,0,0,"57749271","153093778","741181","7384700","7018867",528
528,18.34,0.02,0,0,"57749271","153093778","741181","7384700","7018867",547
547,18.79,0,0,0,"57749271","153093778","741181","7384700","7018867",582
582,11.86,0,0,0,"57749271","153093778","741181","7384700","7018867",570
570,10.29,0.33,3,0.00446428571428571,"57749271","153093778","741181","7384700","7018867",507
507,9.17,0.02,0,0,"57749271","153093778","741181","7384700","7018867",432
432,17.22,0,0,0,"57749271","153093778","741181","7384700","7018867",586
586,15.43,0,0,0,"57749271","153093778","741181","7384700","7018867",601
601,8.5,0,0,0,"57749271","153093778","741181","7384700","7018867",538
538,5.59,0.12,0,0,"57749271","153093778","741181","7384700","7018867",525
525,9.4,0.25,0,0.00549450549450549,"57749271","153093778","741181","7384700","7018867",532
532,10.96,0.23,0,0,"57749271","153093778","741181","7384700","7018867",459
459,17.45,0,0,0.0116279069767442,"57749271","153093778","741181","7384700","7018867",505
505,13.65,0,0,0,"57749271","153093778","741181","7384700","7018867",556
556,14.99,0,0,0.00584795321637427,"57749271","153093778","741181","7384700","7018867",628
628,11.86,0.03,0,0,"57749271","153093778","741181","7384700","7018867",648
648,11.41,0,0,0,"55997469","150372555","754735","7313844","7134749",653
653,14.32,0,0,0,"55997469","150372555","754735","7313844","7134749",491
491,7.61,0.11,0,0,"55997469","150372555","754735","7313844","7134749",507
507,20.8,0,0,0,"55997469","150372555","754735","7313844","7134749",422
422,12.97,0,0,0,"55997469","150372555","754735","7313844","7134749",510
510,10.51,0,0,0,"55997469","150372555","754735","7313844","7134749",452
452,8.5,0.03,0,0,"55997469","150372555","754735","7313844","7134749",457
457,14.54,0.01,0,0.00537634408602151,"55997469","150372555","754735","7313844","7134749",452
452,11.41,0,0,0,"55997469","150372555","754735","7313844","7134749",486
486,8.28,0.19,0,0.00440528634361234,"55997469","150372555","754735","7313844","7134749",576
576,16.78,0,0,0,"55997469","150372555","754735","7313844","7134749",443
443,8.95,0,0,0,"55997469","150372555","754735","7313844","7134749",554
554,14.32,0,0,0,"55997469","150372555","754735","7313844","7134749",542
542,5.82,0.04,0,0,"55997469","150372555","754735","7313844","7134749",595
595,12.08,0,0,0,"55997469","150372555","754735","7313844","7134749",560
560,10.96,0,0,0.00495049504950495,"55997469","150372555","754735","7313844","7134749",679
679,9.84,0.11,0,0,"55997469","150372555","754735","7313844","7134749",605
605,9.17,0,0,0,"55997469","150372555","754735","7313844","7134749",471
471,12.08,0,0,0,"55997469","150372555","754735","7313844","7134749",630
630,15.66,0.87,0,0.0191082802547771,"55997469","150372555","754735","7313844","7134749",645
645,12.08,0.06,0,0.00625,"55997469","150372555","754735","7313844","7134749",568
568,13.87,0.19,0,0,"55997469","150372555","754735","7313844","7134749",612
612,18.79,0,0,0.00518134715025907,"55997469","150372555","754735","7313844","7134749",676
676,21.7,0,0,0,"55997469","150372555","754735","7313844","7134749",592
592,10.74,0,0,0,"55997469","150372555","754735","7313844","7134749",477
477,10.51,0,0,0,"55997469","150372555","754735","7313844","7134749",558
558,14.76,0,0,0,"55997469","150372555","754735","7313844","7134749",613
613,13.65,0,0,0,"55997469","150372555","754735","7313844","7134749",679
679,11.86,0,0,0,"55997469","150372555","754735","7313844","7134749",640
640,12.53,0,0,0,"55997469","150372555","754735","7313844","7134749",642
642,8.05,0,0,0,"57650375","151579782","746157","7262655","7034781",540
540,6.93,0,0,0,"57650375","151579782","746157","7262655","7034781",555
555,7.61,0,0,0,"57650375","151579782","746157","7262655","7034781",641
641,10.07,0,0,0.0103626943005181,"57650375","151579782","746157","7262655","7034781",638
638,5.37,0,0,0.00625,"57650375","151579782","746157","7262655","7034781",568
568,7.61,0,0,0.005,"57650375","151579782","746157","7262655","7034781",684
684,6.26,0,0,0,"57650375","151579782","746157","7262655","7034781",709
709,5.82,0,0,0,"57650375","151579782","746157","7262655","7034781",560
560,6.26,0.02,0,0,"57650375","151579782","746157","7262655","7034781",549
549,9.62,0,0,0,"57650375","151579782","746157","7262655","7034781",645
645,9.4,0,0,0,"57650375","151579782","746157","7262655","7034781",684
684,12.75,0.01,0,0,"57650375","151579782","746157","7262655","7034781",655
655,16.55,0,0,0,"57650375","151579782","746157","7262655","7034781",654
654,11.63,0,0,0.00540540540540541,"57650375","151579782","746157","7262655","7034781",723
723,11.41,0,0,0,"57650375","151579782","746157","7262655","7034781",650
650,5.14,0.41,0,0,"57650375","151579782","746157","7262655","7034781",543
543,6.49,0,0,0,"57650375","151579782","746157","7262655","7034781",566
566,9.62,0,0,0,"57650375","151579782","746157","7262655","7034781",606
606,5.59,0,0,0,"57650375","151579782","746157","7262655","7034781",666
666,15.88,0,0,0,"57650375","151579782","746157","7262655","7034781",615
615,6.26,0,0,0,"57650375","151579782","746157","7262655","7034781",727
727,13.65,0,0,0,"57650375","151579782","746157","7262655","7034781",546
546,14.76,0,0,0,"57650375","151579782","746157","7262655","7034781",432
